player,player_id,team,opponent,market,line,book,season_avg,avg_last_7,over_rate_last_7,edge_last_7,predicted_score,confidence_pct,game_time,game_date,ml_prob_over,avg_last_main,over_rate_main,edge_last_main,key,label_over,minutes_last_n,minutes_last_game,is_back_to_back,is_home,days_rest,actual_stat,game_date_dt,minutes_avg_last_n,minutes_avg_last_3,minutes_trend,stat_trend,board_line,is_board_line,delta_from_line,team_pace_season,opp_pace_season,game_pace_season_avg,team_def_rtg_season,opp_def_rtg_season,opp_def_rtg_minus_league_avg,team_pace_last10,opp_pace_last10,team_def_rtg_last10,opp_def_rtg_last10,usage_season,minutes_season,expected_minutes,opp_pos_dvp_delta,env_pace_delta,env_def_softness,game_env_score
Bogdan Bogdanović,203992.0,LAC,CHA,assists,5.5,PrizePicks,3.21,4.14,0.14,-1.36,3.31,6.0,2025-11-22 18:10:00+00:00,2025-11-22,,3.0,0.1,-2.5,Bogdan Bogdanović|LAC|CHA|assists|5.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-2.19,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.18,25.6,25.6,0.249539594843462,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Bogdan Bogdanović,203992.0,LAC,CHA,points,17.5,PrizePicks,14.17,11.57,0.14,-5.93,11.5,6.0,2025-11-22 18:10:00+00:00,2025-11-22,,8.8,0.1,-8.7,Bogdan Bogdanović|LAC|CHA|points|17.5|2025-11-22,0.0,,,,,,6.0,2025-11-22,,,,,,,-6.0,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.18,25.6,25.6,3.824558272354096,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Bogdan Bogdanović,203992.0,LAC,CHA,pra,24.5,PrizePicks,20.73,19.29,0.14,-5.21,18.15,6.0,2025-11-22 18:10:00+00:00,2025-11-22,,15.0,0.1,-9.5,Bogdan Bogdanović|LAC|CHA|pra|24.5|2025-11-22,0.0,,,,,,10.0,2025-11-22,,,,,,,-6.350000000000001,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.18,25.6,25.6,5.265892324595825,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Bogdan Bogdanović,203992.0,LAC,CHA,rebounds,5.5,PrizePicks,3.34,3.57,0.29,-1.93,3.33,12.0,2025-11-22 18:10:00+00:00,2025-11-22,,3.2,0.2,-2.3,Bogdan Bogdanović|LAC|CHA|rebounds|5.5|2025-11-22,0.0,,,,,,1.0,2025-11-22,,,,,,,-2.17,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.18,25.6,25.6,-0.5693512304250561,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Brandon Miller,1641706.0,CHA,LAC,assists,5.5,PrizePicks,2.73,4.29,0.43,-1.21,3.63,18.0,2025-11-22 18:10:00+00:00,2025-11-22,,4.2,0.3,-1.3,Brandon Miller|CHA|LAC|assists|5.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-1.87,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.303,24.9,24.9,0.5828729281767955,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Brandon Miller,1641706.0,CHA,LAC,points,15.5,PrizePicks,18.21,17.57,0.71,2.07,18.08,69.9,2025-11-22 18:10:00+00:00,2025-11-22,,18.2,0.7,2.7,Brandon Miller|CHA|LAC|points|15.5|2025-11-22,1.0,,,,,,21.0,2025-11-22,,,,,,,2.5799999999999983,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.303,24.9,24.9,1.2989172467130707,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Brandon Miller,1641706.0,CHA,LAC,pra,22.5,PrizePicks,25.27,24.29,0.71,1.79,25.25,64.8,2025-11-22 18:10:00+00:00,2025-11-22,,25.7,0.7,3.2,Brandon Miller|CHA|LAC|pra|22.5|2025-11-22,1.0,,,,,,25.0,2025-11-22,,,,,,,2.75,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.303,24.9,24.9,3.084306646846464,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Brandon Miller,1641706.0,CHA,LAC,rebounds,5.5,PrizePicks,4.33,2.43,0.0,-3.07,3.54,12.0,2025-11-22 18:10:00+00:00,2025-11-22,,3.3,0.2,-2.2,Brandon Miller|CHA|LAC|rebounds|5.5|2025-11-22,0.0,,,,,,1.0,2025-11-22,,,,,,,-1.96,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.303,24.9,24.9,-1.2693512304250565,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Brook Lopez,201572.0,LAC,CHA,rebounds,3.5,PrizePicks,6.04,1.0,0.0,-2.5,3.14,0.0,2025-11-22 18:10:00+00:00,2025-11-22,,1.3,0.0,-2.2,Brook Lopez|LAC|CHA|rebounds|3.5|2025-11-22,0.0,,,,,,1.0,2025-11-22,,,,,,,-0.3599999999999999,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.201,14.4,14.4,-0.5693512304250561,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Collin Sexton,1629012.0,CHA,LAC,assists,6.5,PrizePicks,3.73,4.29,0.14,-2.21,4.27,12.0,2025-11-22 18:10:00+00:00,2025-11-22,,4.8,0.2,-1.7,Collin Sexton|CHA|LAC|assists|6.5|2025-11-22,0.0,,,,,,4.0,2025-11-22,,,,,,,-2.2300000000000004,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.242,26.1,26.1,0.5828729281767955,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Collin Sexton,1629012.0,CHA,LAC,points,19.5,PrizePicks,18.7,14.43,0.0,-5.07,15.92,0.0,2025-11-22 18:10:00+00:00,2025-11-22,,13.9,0.0,-5.6,Collin Sexton|CHA|LAC|points|19.5|2025-11-22,0.0,,,,,,18.0,2025-11-22,,,,,,,-3.58,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.242,26.1,26.1,1.2989172467130707,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Collin Sexton,1629012.0,CHA,LAC,pra,29.5,PrizePicks,25.22,20.57,0.0,-8.93,22.52,0.0,2025-11-22 18:10:00+00:00,2025-11-22,,20.8,0.0,-8.7,Collin Sexton|CHA|LAC|pra|29.5|2025-11-22,0.0,,,,,,25.0,2025-11-22,,,,,,,-6.98,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.242,26.1,26.1,3.084306646846464,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Collin Sexton,1629012.0,CHA,LAC,ra,6.5,PrizePicks,6.52,6.14,0.29,-0.36,6.6,27.8,2025-11-22 18:10:00+00:00,2025-11-22,,6.9,0.3,0.4,Collin Sexton|CHA|LAC|ra|6.5|2025-11-22,1.0,,,,,,7.0,2025-11-22,,,,,,,0.0999999999999996,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.242,26.1,26.1,-1.289312617702448,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Collin Sexton,1629012.0,CHA,LAC,rebounds,4.5,PrizePicks,2.79,1.86,0.14,-2.64,2.33,6.0,2025-11-22 18:10:00+00:00,2025-11-22,,2.1,0.1,-2.4,Collin Sexton|CHA|LAC|rebounds|4.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-2.17,100.61,97.15,98.88,119.3,119.9,5.160000000000011,98.28,97.62,121.4,120.7,0.242,26.1,26.1,-1.2693512304250565,-2.2834827686915986,-5.160000000000011,-7.443482768691609
Desmond Bane,1630217.0,ORL,NYK,assists,7.5,PrizePicks,3.8,5.29,0.14,-2.21,4.62,6.0,2025-11-22 22:10:00+00:00,2025-11-22,,5.1,0.1,-2.4,Desmond Bane|ORL|NYK|assists|7.5|2025-11-22,0.0,,,,,,5.0,2025-11-22,,,,,,,-2.88,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.23,32.7,32.7,-0.750460405156538,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Desmond Bane,1630217.0,ORL,NYK,points,24.5,PrizePicks,17.78,19.43,0.14,-5.07,17.88,6.0,2025-11-22 22:10:00+00:00,2025-11-22,,17.2,0.1,-7.3,Desmond Bane|ORL|NYK|points|24.5|2025-11-22,1.0,,,,,,27.0,2025-11-22,,,,,,,-6.620000000000001,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.23,32.7,32.7,-0.6068798547362064,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Desmond Bane,1630217.0,ORL,NYK,pra,30.5,PrizePicks,26.17,29.86,0.57,-0.64,27.16,30.0,2025-11-22 22:10:00+00:00,2025-11-22,,26.8,0.5,-3.7,Desmond Bane|ORL|NYK|pra|30.5|2025-11-22,1.0,,,,,,35.0,2025-11-22,,,,,,,-3.34,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.23,32.7,32.7,-1.3862815884476518,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Desmond Bane,1630217.0,ORL,NYK,ra,9.5,PrizePicks,8.4,10.43,0.71,0.93,9.28,37.7,2025-11-22 22:10:00+00:00,2025-11-22,,9.6,0.6,0.1,Desmond Bane|ORL|NYK|ra|9.5|2025-11-22,0.0,,,,,,8.0,2025-11-22,,,,,,,-0.2200000000000006,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.23,32.7,32.7,-1.5158083441981738,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Desmond Bane,1630217.0,ORL,NYK,rebounds,7.5,PrizePicks,4.59,5.14,0.0,-2.36,4.67,0.0,2025-11-22 22:10:00+00:00,2025-11-22,,4.5,0.0,-3.0,Desmond Bane|ORL|NYK|rebounds|7.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-2.83,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.23,32.7,32.7,-0.5693512304250561,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Franz Wagner,1630532.0,ORL,NYK,assists,6.5,PrizePicks,3.67,4.0,0.0,-2.5,3.95,0.0,2025-11-22 22:10:00+00:00,2025-11-22,,4.2,0.0,-2.3,Franz Wagner|ORL|NYK|assists|6.5|2025-11-22,1.0,,,,,,7.0,2025-11-22,,,,,,,-2.55,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.248,34.6,34.6,-0.750460405156538,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Franz Wagner,1630532.0,ORL,NYK,points,29.5,PrizePicks,19.26,22.71,0.0,-6.79,21.41,0.0,2025-11-22 22:10:00+00:00,2025-11-22,,22.9,0.0,-6.6,Franz Wagner|ORL|NYK|points|29.5|2025-11-22,1.0,,,,,,37.0,2025-11-22,,,,,,,-8.09,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.248,34.6,34.6,-0.6068798547362064,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Franz Wagner,1630532.0,ORL,NYK,pra,33.5,PrizePicks,27.85,34.14,0.57,0.64,31.57,38.4,2025-11-22 22:10:00+00:00,2025-11-22,,34.0,0.6,0.5,Franz Wagner|ORL|NYK|pra|33.5|2025-11-22,1.0,,,,,,50.0,2025-11-22,,,,,,,-1.93,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.248,34.6,34.6,-1.3862815884476518,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Franz Wagner,1630532.0,ORL,NYK,rebounds,7.5,PrizePicks,4.92,7.43,0.57,-0.07,6.21,24.0,2025-11-22 22:10:00+00:00,2025-11-22,,6.9,0.4,-0.6,Franz Wagner|ORL|NYK|rebounds|7.5|2025-11-22,0.0,,,,,,6.0,2025-11-22,,,,,,,-1.29,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.248,34.6,34.6,-0.5693512304250561,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Ivica Zubac,1627826.0,LAC,CHA,assists,3.5,PrizePicks,1.38,1.57,0.14,-1.93,1.58,6.0,2025-11-22 18:10:00+00:00,2025-11-22,,1.8,0.1,-1.7,Ivica Zubac|LAC|CHA|assists|3.5|2025-11-22,1.0,,,,,,6.0,2025-11-22,,,,,,,-1.92,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.2,32.2,32.2,0.249539594843462,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Ivica Zubac,1627826.0,LAC,CHA,points,19.5,PrizePicks,10.34,17.57,0.29,-1.93,14.13,18.0,2025-11-22 18:10:00+00:00,2025-11-22,,16.2,0.3,-3.3,Ivica Zubac|LAC|CHA|points|19.5|2025-11-22,0.0,,,,,,18.0,2025-11-22,,,,,,,-5.369999999999999,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.2,32.2,32.2,3.824558272354096,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Ivica Zubac,1627826.0,LAC,CHA,pra,30.5,PrizePicks,19.91,32.14,0.43,1.64,26.67,25.0,2025-11-22 18:10:00+00:00,2025-11-22,,30.7,0.4,0.2,Ivica Zubac|LAC|CHA|pra|30.5|2025-11-22,1.0,,,,,,33.0,2025-11-22,,,,,,,-3.8299999999999983,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.2,32.2,32.2,5.265892324595825,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Ivica Zubac,1627826.0,LAC,CHA,ra,13.5,PrizePicks,9.58,14.57,0.57,1.07,12.54,41.9,2025-11-22 18:10:00+00:00,2025-11-22,,14.5,0.5,1.0,Ivica Zubac|LAC|CHA|ra|13.5|2025-11-22,1.0,,,,,,15.0,2025-11-22,,,,,,,-0.9600000000000009,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.2,32.2,32.2,0.2662429378531072,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Ivica Zubac,1627826.0,LAC,CHA,rebounds,15.5,PrizePicks,8.2,13.0,0.14,-2.5,10.96,12.0,2025-11-22 18:10:00+00:00,2025-11-22,,12.7,0.2,-2.8,Ivica Zubac|LAC|CHA|rebounds|15.5|2025-11-22,0.0,,,,,,9.0,2025-11-22,,,,,,,-4.539999999999999,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.2,32.2,32.2,-0.5693512304250561,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Jalen Brunson,1628973.0,NYK,ORL,assists,7.5,PrizePicks,5.06,7.14,0.43,-0.36,6.13,18.0,2025-11-22 22:10:00+00:00,2025-11-22,,6.7,0.3,-0.8,Jalen Brunson|NYK|ORL|assists|7.5|2025-11-22,1.0,,,,,,11.0,2025-11-22,,,,,,,-1.37,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.313,34.4,34.4,0.2887552811179721,-0.6534827686915889,2.339999999999989,1.6865172313084005
Jalen Brunson,1628973.0,NYK,ORL,points,29.5,PrizePicks,18.35,25.71,0.43,-3.79,23.76,30.0,2025-11-22 22:10:00+00:00,2025-11-22,,28.2,0.5,-1.3,Jalen Brunson|NYK|ORL|points|29.5|2025-11-22,1.0,,,,,,33.0,2025-11-22,,,,,,,-5.739999999999998,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.313,34.4,34.4,0.7204858741640496,-0.6534827686915889,2.339999999999989,1.6865172313084005
Jalen Brunson,1628973.0,NYK,ORL,pra,37.5,PrizePicks,26.6,36.29,0.57,-1.21,33.26,45.8,2025-11-22 22:10:00+00:00,2025-11-22,,38.4,0.7,0.9,Jalen Brunson|NYK|ORL|pra|37.5|2025-11-22,1.0,,,,,,47.0,2025-11-22,,,,,,,-4.240000000000002,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.313,34.4,34.4,-2.005329207495272,-0.6534827686915889,2.339999999999989,1.6865172313084005
Jalen Brunson,1628973.0,NYK,ORL,rebounds,4.5,PrizePicks,3.19,3.43,0.43,-1.07,3.36,24.0,2025-11-22 22:10:00+00:00,2025-11-22,,3.5,0.4,-1.0,Jalen Brunson|NYK|ORL|rebounds|4.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-1.14,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.313,34.4,34.4,-1.756851230425056,-0.6534827686915889,2.339999999999989,1.6865172313084005
Jalen Suggs,1630591.0,ORL,NYK,assists,7.5,PrizePicks,3.39,5.29,0.14,-2.21,4.53,6.0,2025-11-22 22:10:00+00:00,2025-11-22,,5.3,0.1,-2.2,Jalen Suggs|ORL|NYK|assists|7.5|2025-11-22,0.0,,,,,,1.0,2025-11-22,,,,,,,-2.97,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.225,24.0,24.0,-0.750460405156538,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Jalen Suggs,1630591.0,ORL,NYK,points,19.5,PrizePicks,12.37,15.71,0.29,-3.79,13.53,12.0,2025-11-22 22:10:00+00:00,2025-11-22,,13.6,0.2,-5.9,Jalen Suggs|ORL|NYK|points|19.5|2025-11-22,1.0,,,,,,26.0,2025-11-22,,,,,,,-5.970000000000001,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.225,24.0,24.0,-0.6068798547362064,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Jalen Suggs,1630591.0,ORL,NYK,pra,23.5,PrizePicks,19.13,25.29,0.57,1.79,21.87,30.0,2025-11-22 22:10:00+00:00,2025-11-22,,22.9,0.5,-0.6,Jalen Suggs|ORL|NYK|pra|23.5|2025-11-22,1.0,,,,,,30.0,2025-11-22,,,,,,,-1.629999999999999,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.225,24.0,24.0,-1.3862815884476518,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Jalen Suggs,1630591.0,ORL,NYK,ra,9.5,PrizePicks,6.75,9.57,0.57,0.07,8.34,30.0,2025-11-22 22:10:00+00:00,2025-11-22,,9.3,0.5,-0.2,Jalen Suggs|ORL|NYK|ra|9.5|2025-11-22,0.0,,,,,,4.0,2025-11-22,,,,,,,-1.16,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.225,24.0,24.0,-1.5158083441981738,-0.6534827686915889,0.7399999999999949,0.0865172313084059
Jalen Suggs,1630591.0,ORL,NYK,rebounds,5.5,PrizePicks,3.36,4.29,0.29,-1.21,3.8,18.0,2025-11-22 22:10:00+00:00,2025-11-22,,4.0,0.3,-1.5,Jalen Suggs|ORL|NYK|rebounds|5.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-1.7000000000000002,101.02,100.0,100.51,112.4,114.0,-0.7399999999999949,100.31,100.2,110.6,114.2,0.225,24.0,24.0,-0.5693512304250561,-0.6534827686915889,0.7399999999999949,0.0865172313084059
James Harden,201935.0,LAC,CHA,assists,11.5,PrizePicks,7.24,8.71,0.14,-2.79,8.2,12.0,2025-11-22 18:10:00+00:00,2025-11-22,,8.9,0.2,-2.6,James Harden|LAC|CHA|assists|11.5|2025-11-22,0.0,,,,,,7.0,2025-11-22,,,,,,,-3.3000000000000007,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.302,35.8,35.8,0.249539594843462,-2.2834827686915986,-4.560000000000002,-6.843482768691601
James Harden,201935.0,LAC,CHA,points,34.5,PrizePicks,24.08,29.71,0.43,-4.79,27.02,18.0,2025-11-22 18:10:00+00:00,2025-11-22,,28.6,0.3,-5.9,James Harden|LAC|CHA|points|34.5|2025-11-22,1.0,,,,,,55.0,2025-11-22,,,,,,,-7.48,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.302,35.8,35.8,3.824558272354096,-2.2834827686915986,-4.560000000000002,-6.843482768691601
James Harden,201935.0,LAC,CHA,pra,42.5,PrizePicks,36.96,45.57,0.57,3.07,41.62,42.8,2025-11-22 18:10:00+00:00,2025-11-22,,44.3,0.6,1.8,James Harden|LAC|CHA|pra|42.5|2025-11-22,1.0,,,,,,65.0,2025-11-22,,,,,,,-0.8800000000000026,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.302,35.8,35.8,5.265892324595825,-2.2834827686915986,-4.560000000000002,-6.843482768691601
James Harden,201935.0,LAC,CHA,rebounds,8.5,PrizePicks,5.63,7.14,0.29,-1.36,6.4,12.0,2025-11-22 18:10:00+00:00,2025-11-22,,6.8,0.2,-1.7,James Harden|LAC|CHA|rebounds|8.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-2.1,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.302,35.8,35.8,-0.5693512304250561,-2.2834827686915986,-4.560000000000002,-6.843482768691601
John Collins,1628381.0,LAC,CHA,points,19.5,PrizePicks,15.87,10.71,0.0,-8.79,13.17,0.0,2025-11-22 18:10:00+00:00,2025-11-22,,11.7,0.0,-7.8,John Collins|LAC|CHA|points|19.5|2025-11-22,0.0,,,,,,10.0,2025-11-22,,,,,,,-6.33,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.187,26.4,26.4,3.824558272354096,-2.2834827686915986,-4.560000000000002,-6.843482768691601
John Collins,1628381.0,LAC,CHA,rebounds,8.5,PrizePicks,7.96,4.43,0.0,-4.07,5.75,0.0,2025-11-22 18:10:00+00:00,2025-11-22,,4.2,0.0,-4.3,John Collins|LAC|CHA|rebounds|8.5|2025-11-22,0.0,,,,,,7.0,2025-11-22,,,,,,,-2.75,97.15,100.61,98.88,119.9,119.3,4.560000000000002,97.62,98.28,120.7,121.4,0.187,26.4,26.4,-0.5693512304250561,-2.2834827686915986,-4.560000000000002,-6.843482768691601
Josh Hart,1628404.0,NYK,ORL,assists,5.5,PrizePicks,3.22,5.71,0.43,0.21,4.39,18.0,2025-11-22 22:10:00+00:00,2025-11-22,,4.9,0.3,-0.6,Josh Hart|NYK|ORL|assists|5.5|2025-11-22,0.0,,,,,,2.0,2025-11-22,,,,,,,-1.1100000000000003,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.163,28.0,28.0,0.2887552811179721,-0.6534827686915889,2.339999999999989,1.6865172313084005
Josh Hart,1628404.0,NYK,ORL,points,14.5,PrizePicks,10.31,12.71,0.29,-1.79,11.27,12.0,2025-11-22 22:10:00+00:00,2025-11-22,,11.5,0.2,-3.0,Josh Hart|NYK|ORL|points|14.5|2025-11-22,0.0,,,,,,12.0,2025-11-22,,,,,,,-3.2300000000000004,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.163,28.0,28.0,0.7204858741640496,-0.6534827686915889,2.339999999999989,1.6865172313084005
Josh Hart,1628404.0,NYK,ORL,pra,27.5,PrizePicks,20.52,24.86,0.43,-2.64,22.34,18.0,2025-11-22 22:10:00+00:00,2025-11-22,,22.9,0.3,-4.6,Josh Hart|NYK|ORL|pra|27.5|2025-11-22,0.0,,,,,,19.0,2025-11-22,,,,,,,-5.16,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.163,28.0,28.0,-2.005329207495272,-0.6534827686915889,2.339999999999989,1.6865172313084005
Josh Hart,1628404.0,NYK,ORL,ra,11.5,PrizePicks,10.21,12.14,0.57,0.64,11.07,36.0,2025-11-22 22:10:00+00:00,2025-11-22,,11.4,0.6,-0.1,Josh Hart|NYK|ORL|ra|11.5|2025-11-22,0.0,,,,,,7.0,2025-11-22,,,,,,,-0.4299999999999997,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.163,28.0,28.0,-1.3379237288135588,-0.6534827686915889,2.339999999999989,1.6865172313084005
Josh Hart,1628404.0,NYK,ORL,rebounds,9.5,PrizePicks,6.99,6.43,0.29,-3.07,6.68,18.0,2025-11-22 22:10:00+00:00,2025-11-22,,6.5,0.3,-3.0,Josh Hart|NYK|ORL|rebounds|9.5|2025-11-22,0.0,,,,,,5.0,2025-11-22,,,,,,,-2.8200000000000003,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.163,28.0,28.0,-1.756851230425056,-0.6534827686915889,2.339999999999989,1.6865172313084005
Karl-Anthony Towns,1626157.0,NYK,ORL,assists,5.5,PrizePicks,3.16,3.71,0.14,-1.79,3.61,6.0,2025-11-22 22:10:00+00:00,2025-11-22,,4.0,0.1,-1.5,Karl-Anthony Towns|NYK|ORL|assists|5.5|2025-11-22,0.0,,,,,,3.0,2025-11-22,,,,,,,-1.89,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.256,33.5,33.5,0.2887552811179721,-0.6534827686915889,2.339999999999989,1.6865172313084005
Karl-Anthony Towns,1626157.0,NYK,ORL,points,21.5,PrizePicks,23.04,22.57,0.43,1.07,23.05,43.4,2025-11-22 22:10:00+00:00,2025-11-22,,23.3,0.5,1.8,Karl-Anthony Towns|NYK|ORL|points|21.5|2025-11-22,1.0,,,,,,24.0,2025-11-22,,,,,,,1.5500000000000007,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.256,33.5,33.5,0.7204858741640496,-0.6534827686915889,2.339999999999989,1.6865172313084005
Karl-Anthony Towns,1626157.0,NYK,ORL,pra,36.5,PrizePicks,37.3,38.71,0.71,2.21,38.58,56.5,2025-11-22 22:10:00+00:00,2025-11-22,,39.8,0.7,3.3,Karl-Anthony Towns|NYK|ORL|pra|36.5|2025-11-22,0.0,,,,,,35.0,2025-11-22,,,,,,,2.0799999999999983,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.256,33.5,33.5,-2.005329207495272,-0.6534827686915889,2.339999999999989,1.6865172313084005
Karl-Anthony Towns,1626157.0,NYK,ORL,ra,14.5,PrizePicks,14.26,16.14,0.71,1.64,15.53,64.1,2025-11-22 22:10:00+00:00,2025-11-22,,16.5,0.7,2.0,Karl-Anthony Towns|NYK|ORL|ra|14.5|2025-11-22,0.0,,,,,,11.0,2025-11-22,,,,,,,1.0299999999999994,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.256,33.5,33.5,-1.3379237288135588,-0.6534827686915889,2.339999999999989,1.6865172313084005
Karl-Anthony Towns,1626157.0,NYK,ORL,rebounds,15.5,PrizePicks,11.1,12.43,0.0,-3.07,11.93,0.0,2025-11-22 22:10:00+00:00,2025-11-22,,12.5,0.0,-3.0,Karl-Anthony Towns|NYK|ORL|rebounds|15.5|2025-11-22,0.0,,,,,,8.0,2025-11-22,,,,,,,-3.5700000000000003,100.0,101.02,100.51,114.0,112.4,-2.339999999999989,100.2,100.31,114.2,110.6,0.256,33.5,33.5,-1.756851230425056,-0.6534827686915889,2.339999999999989,1.6865172313084005
